calculo,C. FísICO,C. BiológICO,MecanICO,Servicio social,Literario,Persuasivo,ArtístICO,Musical,valor_amai_normalizado,CARRERA_ACTUAL
0.37829,0.366097,0.427807,0.42171,0.546097,0.7,0.493903,0.59829,0.78342,0.28,LLE
0.711961,0.44,0.475883,0.788039,0.315883,0.324117,0.471961,0.396078,0.508039,0.666667,ICO
0.46886,0.666581,0.68886,0.69114,0.717977,0.593163,0.602279,0.682023,0.742279,0.403333,LIA
0.53942,0.798841,0.678841,0.55942,0.741159,0.738841,0.818261,0.74,0.917681,0.473333,LIA
0.567162,0.411851,0.317284,0.316297,0.666419,0.402716,0.68,0.34,0.578271,0.48,LIA
0.766938,0.393877,0.374692,0.74,0.4,0.393062,0.52,0.42,0.593062,0.403333,ICO
0.82,0.9,0.76,0.84,0.86,0.72,0.76,0.76,0.88,0.33,ISC
0.680594,0.399406,0.465069,0.779406,0.503881,0.714338,0.65105,0.396119,0.522694,0.736667,LIA
0.78,0.36,0.4,0.82,0.4,0.38,0.4,0.3,0.64,0.45,ICO
0.740892,0.402675,0.439108,0.642675,0.32,0.44,0.457325,0.439108,0.562675,0.536667,ICO
0.717769,0.858326,0.800558,0.818326,0.76,0.639442,0.543347,0.764463,0.801674,0.693333,ISC
0.47324,0.673099,0.68,0.719859,0.76676,0.55324,0.639859,0.666339,0.76,0.563333,LIA
0.36523,0.464309,0.520921,0.386151,0.61477,0.67477,0.50954,0.66523,0.673849,0.583333,LLE
0.74,0.7,0.5,0.74,0.6,0.56,0.7,0.68,0.64,0.21,ISC
0.705845,0.69723,0.591385,0.699695,0.788615,0.565845,0.75108,0.608615,0.803075,0.326667,LIA
0.361344,0.539328,0.478656,0.399328,0.681344,0.720672,0.540672,0.464031,0.66,0.353333,LLE
0.706504,0.864499,0.822005,0.919512,0.76,0.591003,0.811003,0.833496,0.902005,0.243333,ISC
0.4,0.44,0.36,0.34,0.66,0.72,0.64,0.6,0.68,0.41,LLE
0.905722,0.560963,0.449519,0.770481,0.389519,0.343796,0.419037,0.464759,0.66,0.28,ICO
0.395619,0.366095,0.406095,0.386095,0.552191,0.715619,0.54,0.456572,0.735619,0.51,LLE
0.464302,0.654622,0.634622,0.603227,0.541076,0.303227,0.508169,0.288604,0.432906,0.596667,ISC
0.711474,0.490134,0.411206,0.829598,0.641608,0.747453,0.790134,0.420536,0.588526,0.536667,LIA
0.414141,0.304448,0.389294,0.341012,0.46,0.284448,0.429294,0.304448,0.342025,0.323333,LIA
0.393826,0.491275,0.48,0.425101,0.636376,0.788725,0.637449,0.613826,0.72,0.453333,LLE
0.763558,0.48,0.368465,0.792884,0.350674,0.24,0.396442,0.427116,0.523558,0.71,ICO
0.5,0.64,0.58,0.86,0.52,0.4,0.36,0.6,0.82,0.43,ICO
0.745821,0.417463,0.434179,0.657463,0.32,0.44,0.442537,0.434179,0.577463,0.583333,ICO
0.618232,0.396531,0.312177,0.346939,0.640884,0.407823,0.68,0.34,0.537415,0.536667,LIA
0.88,1.0,1.0,0.66,0.66,0.62,0.56,0.74,0.9,0.51,ISC
0.367526,0.522577,0.426237,0.307526,0.687526,0.607526,0.495052,0.666237,0.855052,0.613333,LLE
0.538907,0.682328,0.694109,0.662328,0.669453,0.654109,0.615344,0.765891,0.696437,0.506667,LIA
0.76,0.48,0.357463,0.715025,0.415025,0.427512,0.435025,0.52,0.495025,0.243333,ICO
0.702079,0.488053,0.405974,0.7,0.38,0.325974,0.436106,0.351947,0.531947,0.466667,ICO
0.899112,0.562663,0.460888,0.763551,0.417337,0.418224,0.439112,0.341776,0.538224,0.736667,ICO
0.583387,0.679679,0.58,0.420321,0.72,0.580321,0.776293,0.603387,0.786774,0.506667,LIA
0.958483,0.521517,0.42,0.781517,0.443033,0.403033,0.456967,0.403033,0.54455,0.433333,ICO
0.510036,0.589868,0.679976,0.68,0.670036,0.649988,0.600024,0.729964,0.760048,0.493333,LIA
0.868646,0.881892,0.834323,0.741076,0.788646,0.689462,0.596215,0.93243,0.918108,0.483333,ISC
0.387528,0.361292,0.473118,0.426882,0.806236,0.69441,0.592472,0.553764,0.806882,0.636667,LLE
0.7,0.5,0.26,0.64,0.34,0.4,0.48,0.34,0.64,0.766667,ICO
0.285083,0.391639,0.496722,0.328361,0.623278,0.621805,0.471639,0.62,0.791639,0.243333,LLE
0.405856,0.467027,0.463514,0.445856,0.462342,0.445856,0.503514,0.462342,0.538829,0.346667,LIA
0.38,0.557694,0.500769,0.34,0.763843,0.677694,0.659231,0.621537,0.719231,0.483333,LLE
0.28,0.6,0.44,0.34,0.66,0.64,0.6,0.52,0.72,0.466667,LLE
0.814145,0.341673,0.381115,0.44,0.46,0.380836,0.381673,0.321952,0.480836,0.403333,LIA
0.586871,0.721882,0.68,0.684989,0.661882,0.708753,0.741882,0.771247,0.982494,0.456667,LIA
0.313055,0.4,0.423472,0.375209,0.604791,0.66,0.571736,0.528264,0.663472,0.453333,LLE
0.526301,0.71052,0.72948,0.71474,0.655781,0.675781,0.59052,0.79052,0.772602,0.596667,ISC
0.671159,0.42,0.36558,0.654263,0.360157,0.319843,0.505737,0.308527,0.474263,0.23,ICO
0.513115,0.679918,0.633361,0.566803,0.506803,0.333197,0.486803,0.353034,0.466476,0.45,ISC
0.522492,0.683434,0.632189,0.560943,0.500943,0.339057,0.480943,0.365926,0.47468,0.296667,ISC
0.477595,0.692784,0.697595,0.682405,0.656838,0.645567,0.584811,0.743162,0.724811,0.403333,LIA
0.74,0.489113,0.52,0.763038,0.326075,0.429113,0.384812,0.421263,0.570887,0.533333,ICO
0.712307,0.392307,0.5,0.764102,0.526665,0.649744,0.63846,0.406153,0.48,0.35,LIA
0.858501,0.681499,0.348997,0.934002,0.641499,0.51925,0.64,0.634002,0.697001,0.46,ISC
0.403176,0.456824,0.466352,0.427297,0.479055,0.430473,0.484121,0.466352,0.536824,0.42,LIA
0.78,0.56,0.32,0.74,0.4,0.32,0.44,0.38,0.7,0.486667,ICO
0.900124,0.544074,0.496049,0.823951,0.476049,0.451975,0.403951,0.343951,0.543951,0.66,ICO
0.837474,0.97165,0.943299,0.737964,0.66,0.577474,0.552912,0.810876,0.878737,0.45,ISC
0.736413,0.508206,0.4,0.716413,0.396413,0.344619,0.476413,0.348206,0.528206,0.666667,ICO
0.458453,0.550718,0.443094,0.326188,0.675359,0.773812,0.561547,0.518453,0.718453,0.35,LLE
0.41403,0.413508,0.45403,0.380523,0.612985,0.632985,0.465447,0.526492,0.653508,0.41,LLE
0.352626,0.342122,0.51687,0.412626,0.790504,0.682122,0.575756,0.562122,0.8,0.71,LLE
0.667324,0.367324,0.48,0.741465,0.4,0.418535,0.402929,0.478535,0.561465,0.57,ICO
0.860397,0.859868,0.72,0.88,0.770331,0.690331,0.770199,0.720265,0.840132,0.57,ISC
0.544651,0.658759,0.526976,0.382325,0.690542,0.583566,0.758759,0.576434,0.756434,0.736667,LIA
0.56,0.4,0.3,0.72,0.4,0.28,0.62,0.36,0.64,0.636667,ICO
0.38,0.55517,0.50161,0.34,0.76805,0.67517,0.65839,0.62322,0.71839,0.46,LLE
0.432139,0.418035,0.472139,0.394104,0.603931,0.623931,0.433757,0.521965,0.658035,0.406667,LLE
0.48,0.46,0.42,0.28,0.64,0.64,0.46,0.66,0.64,0.536667,LLE
0.873456,0.52,0.453456,0.86,0.48,0.346913,0.392719,0.326544,0.533456,0.626667,ICO
0.610507,0.649493,0.746454,0.761013,0.703039,0.703039,0.781013,0.575948,0.742026,0.44,LIA
0.576532,0.748979,0.6,0.880713,0.797245,0.626223,0.871734,0.737957,0.76,0.44,LIA
0.7,0.48,0.44,0.6,0.56,0.36,0.56,0.26,0.48,0.403333,ISC
0.621655,0.657504,0.685835,0.637504,0.710827,0.645835,0.664993,0.774165,0.663338,0.433333,LIA
0.5863,0.67685,0.59055,0.68425,0.69795,0.48315,0.5874,0.6948,0.86945,0.71,ISC
0.419999,0.8,0.910002,0.528,0.84,0.651999,0.784,0.946,0.988001,0.793333,LLE
0.774467,0.382075,0.379308,0.762075,0.347608,0.377233,0.519308,0.503458,0.686225,0.61,ICO
0.332132,0.492132,0.432794,0.384265,0.7,0.74,0.495735,0.644265,0.76,0.3,LLE
0.373984,0.34336,0.462656,0.554688,0.426719,0.312735,0.420703,0.329375,0.644609,0.453333,LIA
0.38,0.34,0.46,0.32,0.78,0.72,0.54,0.6,0.68,0.396667,LLE
0.302197,0.54,0.460732,0.419268,0.641465,0.777803,0.578535,0.556338,0.640732,0.506667,LLE
0.614768,0.76,0.759072,0.70616,0.761855,0.750464,0.760928,0.790464,0.9,0.403333,LIA
0.832459,0.454973,0.494973,0.74,0.377486,0.402514,0.44,0.509946,0.634973,0.506667,ICO
0.723331,0.388335,0.383331,0.768335,0.356669,0.385004,0.471665,0.506662,0.516669,0.433333,ICO
0.877274,0.938183,0.683635,0.935456,0.86,0.643635,0.779091,0.836365,0.822726,0.576667,ISC
0.340155,0.499689,0.479379,0.399534,0.699534,0.740155,0.480311,0.660311,0.759689,0.766667,LLE
0.384337,0.38,0.408916,0.388916,0.568916,0.682169,0.506747,0.595422,0.691084,0.583333,LLE
0.478331,0.682781,0.778888,0.81555,0.523894,0.48,0.657775,0.760556,0.718888,0.646667,ISC
0.423032,0.374426,0.416968,0.311394,0.78,0.711394,0.522787,0.608606,0.714426,0.406667,LLE
0.652709,0.503646,0.469557,0.617734,0.56,0.36,0.483151,0.313203,0.533203,0.396667,ISC
0.955575,0.928937,0.880087,0.968937,0.908937,0.917875,0.977875,0.973449,0.913362,0.396667,ISC
0.756798,0.342135,0.433736,0.769466,0.566264,0.508538,0.610534,0.381067,0.498933,0.71,LIA
0.34,0.38,0.42,0.4,0.58,0.66,0.54,0.54,0.68,0.606667,LLE
0.636936,0.736936,0.676613,0.86,0.743387,0.59629,0.610161,0.659677,0.733548,0.506667,ISC
0.850267,0.761925,0.519037,0.439037,0.820963,0.46246,0.893155,0.587807,0.62877,0.483333,LIA
0.64,0.68,0.82,0.94,0.6,0.48,0.5,0.76,0.56,0.35,ISC
0.676683,0.448878,0.431122,0.705561,0.396683,0.351122,0.396683,0.402245,0.571122,0.403333,ICO
0.853705,0.45753,0.493705,0.827411,0.37753,0.36,0.491235,0.43753,0.568765,0.376667,ICO
0.332379,0.32,0.466189,0.364757,0.778568,0.673811,0.537136,0.581432,0.813811,0.373333,LLE
0.733397,0.4,0.426794,0.753014,0.353397,0.393397,0.466603,0.366411,0.453014,0.45,ICO
0.667403,0.383599,0.409066,0.44,0.46,0.4018,0.423599,0.370866,0.5018,0.74,LIA
0.6,0.76,0.7,0.78,0.88,0.78,0.82,0.82,0.9,0.52,LIA
0.436988,0.48,0.564247,0.610272,0.718765,0.491506,0.504247,0.558222,0.797531,0.353333,LIA
0.34,0.4,0.5,0.32,0.72,0.72,0.5,0.6,0.8,0.57,LLE
0.912308,0.934615,0.712308,0.929231,0.870769,0.650769,0.796154,0.818461,0.798461,0.44,ISC
0.9,0.54,0.5,0.76,0.46,0.46,0.5,0.36,0.6,0.43,ICO
0.94,0.54,0.42,0.8,0.48,0.44,0.42,0.44,0.6,0.61,ICO
0.72,0.43711,0.345703,0.665703,0.288517,0.46578,0.451407,0.454297,0.514297,0.636667,ICO
0.34,0.432446,0.369785,0.317339,0.625322,0.767554,0.637768,0.547124,0.767554,0.453333,LLE
0.76,0.9,0.78,0.56,0.68,0.78,0.56,0.86,0.9,0.486667,ISC
0.753453,0.72,0.475943,0.68249,0.64,0.491245,0.655943,0.556868,0.72,0.71,ISC
0.31721,0.442907,0.494302,0.334302,0.64,0.622907,0.465698,0.62,0.757093,0.453333,LLE
0.745797,0.402899,0.442899,0.654494,0.325797,0.437101,0.457101,0.44,0.565797,0.51,ICO
0.535395,0.725282,0.745056,0.740226,0.655169,0.654944,0.595169,0.795169,0.730113,0.406667,ISC
0.400317,0.460317,0.459841,0.440317,0.460159,0.440159,0.5,0.460952,0.539524,0.453333,LIA
0.74,0.9,0.7,0.82,0.74,0.62,0.52,0.78,0.78,0.406667,ISC
0.646234,0.403117,0.371862,0.718096,0.351255,0.39749,0.388745,0.445628,0.679393,0.376667,ICO
0.743126,0.883126,0.788437,0.669678,0.713747,0.720942,0.551563,0.817816,0.857816,0.403333,ISC
0.634888,0.661201,0.632933,0.696089,0.698045,0.416089,0.521955,0.507067,0.714888,0.596667,ISC
0.330064,0.499957,0.460085,0.340043,0.610021,0.660043,0.500043,0.66,0.670064,0.533333,LLE
0.485056,0.472528,0.565056,0.473848,0.628792,0.445056,0.497584,0.66264,0.617584,0.71,LIA
0.64,0.8,0.76,0.8,0.7,0.64,0.64,0.84,0.76,0.336667,ISC
0.658834,0.682332,0.669417,0.62,0.718834,0.661166,0.774081,0.78,0.661166,0.303333,LIA
0.370955,0.402739,0.410955,0.348216,0.634522,0.654522,0.540829,0.537261,0.642739,0.793333,LLE
0.419997,0.46,0.479986,0.459997,0.600005,0.760011,0.56,0.540003,0.580003,0.736667,LLE
0.664711,0.674696,0.63117,0.595289,0.67117,0.638815,0.819407,0.796474,0.667644,0.313333,LIA
0.3,0.78,0.58,0.46,0.88,0.72,0.78,0.58,0.72,0.653333,LLE
0.36,0.56,0.54,0.38,0.66,0.62,0.52,0.56,0.56,0.42,LLE
0.493939,0.693939,0.783485,0.813031,0.530454,0.483485,0.668712,0.76,0.718258,0.326667,ISC
0.519728,0.693424,0.726848,0.733152,0.653152,0.620545,0.619455,0.740545,0.713424,0.913333,ISC
0.34,0.40809,0.475729,0.303819,0.736181,0.72809,0.483819,0.59191,0.775729,0.403333,LLE
0.361226,0.499183,0.439183,0.319796,0.799796,0.7,0.559387,0.580409,0.76,0.536667,LLE
0.853751,0.546876,0.487503,0.746876,0.479373,0.379373,0.486876,0.466876,0.586249,0.45,ICO
0.646175,0.804631,0.763088,0.801544,0.704631,0.64,0.632281,0.833825,0.763088,0.35,ISC
0.374063,0.338021,0.46,0.321979,0.778021,0.716042,0.536042,0.6,0.693853,0.506667,LLE
0.785162,0.433871,0.44,0.73129,0.37129,0.422581,0.47129,0.362581,0.43129,0.506667,ICO
0.88,0.66,0.52,0.82,0.4,0.36,0.46,0.3,0.42,0.71,ICO
0.650705,0.47859,0.4,0.78,0.34,0.346762,0.414648,0.454648,0.610705,0.403333,ICO
0.310156,0.355234,0.5,0.379688,0.64539,0.690156,0.529844,0.644766,0.8,0.43,LLE
0.582957,0.695305,0.692348,0.798262,0.702957,0.57061,0.661738,0.667652,0.707652,0.42,ISC
0.78,0.42,0.44,0.68,0.34,0.46,0.42,0.52,0.64,0.506667,ICO
0.2,0.28,0.24,0.2,0.2,0.2,0.24,0.2,0.48,0.44,LIA
0.6,0.66,0.82,0.74,0.64,0.64,0.76,0.66,0.7,0.56,LIA
0.922972,0.84,0.714056,0.874056,0.80514,0.72514,0.770279,0.762972,0.862972,0.543333,ISC
0.61441,0.659539,0.739077,0.57441,0.693948,0.6,0.661384,0.626974,0.7,0.3,LIA
0.528367,0.849541,0.771633,0.762092,0.826275,0.672551,0.927449,0.927449,0.917908,0.396667,LIA
0.710206,0.51358,0.58642,0.61358,0.60642,0.31358,0.423786,0.424527,0.61358,0.396667,ISC
0.7,0.42,0.48,0.76,0.4,0.36,0.46,0.54,0.46,0.59,ICO
0.734383,0.389589,0.470411,0.649589,0.355206,0.414383,0.389589,0.504794,0.594383,0.736667,ICO
0.82,0.333876,0.376938,0.492053,0.487558,0.373876,0.413682,0.326124,0.486124,0.3,LIA
0.418657,0.441343,0.497313,0.365373,0.57194,0.38403,0.406716,0.497313,0.521343,0.623333,LIA
0.674021,0.587972,0.648042,0.654021,0.670035,0.391958,0.538007,0.487972,0.775945,0.32,ISC
0.9,0.6,0.44,0.8,0.5,0.48,0.5,0.4,0.5,0.373333,ICO
0.88,0.56,0.54,0.76,0.44,0.34,0.5,0.48,0.56,0.373333,ICO
0.490054,0.720109,0.689946,0.720217,0.690271,0.619783,0.630271,0.76,0.740109,0.71,LIA
0.9,0.9,0.74,1.0,0.72,0.48,0.78,0.6,0.6,0.42,ISC
0.347343,0.372657,0.427343,0.414685,0.565315,0.674685,0.525315,0.554685,0.731398,0.313333,LLE
0.76,0.5,0.6,0.6,0.62,0.3,0.46,0.42,0.6,0.273333,ISC
0.802298,0.640945,0.345134,0.724189,0.687433,0.34608,0.651622,0.536756,0.799055,0.403333,ISC
0.794154,0.716923,0.791077,0.8,0.888615,0.771385,0.648308,0.833846,0.845846,0.596667,ISC
0.367091,0.423546,0.343546,0.422272,0.692909,0.72,0.623546,0.616454,0.696454,0.64,LLE
0.84,0.54,0.44,0.82,0.46,0.36,0.42,0.44,0.5,0.38,ICO
0.341176,0.441176,0.4,0.34,0.583527,0.76,0.595297,0.605879,0.757649,0.46,LLE
0.816586,0.694147,0.49756,0.84122,0.672927,0.55878,0.74122,0.645853,0.70244,0.396667,ISC
0.316149,0.364223,0.5,0.367702,0.660372,0.696149,0.523851,0.635777,0.8,0.493333,LLE
0.53372,0.70058,0.67657,0.82628,0.78628,0.73657,0.64,0.577729,0.644009,0.23,ISC
0.312365,0.482905,0.407635,0.332365,0.637095,0.66473,0.442905,0.68473,0.652365,0.406667,LLE
0.383378,0.327704,0.468919,0.542163,0.395407,0.272029,0.398785,0.304326,0.679052,0.633333,LIA
0.829427,0.709936,0.519873,0.66051,0.619873,0.500382,0.709936,0.580637,0.679745,0.363333,ISC
0.648826,0.659217,0.641565,0.770391,0.769609,0.654305,0.809609,0.548043,0.770391,0.456667,LIA
0.662112,0.360704,0.48,0.736481,0.398592,0.419296,0.399296,0.480704,0.560704,0.406667,ICO
0.342086,0.506871,0.444173,0.371043,0.58,0.782086,0.642086,0.535216,0.72,0.71,LLE
0.764165,0.388329,0.360823,0.74,0.4,0.395835,0.52,0.42,0.595835,0.483333,ICO
0.74,0.44,0.48,0.7,0.38,0.24,0.5,0.38,0.58,0.453333,ICO
0.36,0.54,0.48,0.4,0.68,0.72,0.54,0.46,0.66,0.59,LLE
0.44165,0.782406,0.763161,0.459244,0.857594,0.742406,0.644056,0.964811,0.950378,0.506667,LLE
0.665089,0.650179,0.674553,0.655625,0.735268,0.584732,0.745447,0.629821,0.715268,0.71,LIA
0.76,0.470386,0.438456,0.780772,0.358456,0.389614,0.419228,0.46,0.559228,0.243333,ICO
0.854105,0.807053,0.76393,0.92393,0.798035,0.78393,0.8,0.792947,0.870982,0.326667,ISC
0.96,0.52,0.42,0.78,0.44,0.4,0.46,0.4,0.54,0.396667,ICO
0.743932,0.516068,0.612051,0.612051,0.632051,0.316068,0.476068,0.432051,0.632136,0.433333,ISC
0.4,0.44,0.44,0.28,0.62,0.7,0.56,0.62,0.7,0.453333,LLE
0.34,0.46,0.56,0.3,0.56,0.7,0.56,0.58,0.7,0.513333,LLE
0.303128,0.410782,0.447654,0.298436,0.650782,0.623128,0.523128,0.62,0.810782,0.35,LLE
0.533303,0.431719,0.326697,0.303348,0.674978,0.42009,0.678326,0.355067,0.608371,0.766667,LIA
0.72,0.86,0.84,0.96,0.76,0.6,0.82,0.82,0.92,0.506667,ISC
0.329056,0.526416,0.418112,0.364528,0.58,0.769056,0.629056,0.50264,0.72,0.666667,LLE
0.78,0.84,0.48,0.4,0.86,0.4,0.94,0.58,0.66,0.636667,LIA
0.34,0.48,0.44,0.4,0.7,0.58,0.5,0.56,0.78,0.403333,LLE
0.84,0.46,0.5,0.74,0.38,0.4,0.44,0.52,0.64,0.66,ICO
0.320825,0.42165,0.464125,0.3,0.52165,0.719175,0.59835,0.522475,0.680825,0.256667,LLE
0.330665,0.410665,0.405998,0.284667,0.641331,0.645998,0.56,0.615333,0.791996,0.3,LLE
0.528943,0.700867,0.68,0.848943,0.794038,0.731057,0.631057,0.557886,0.628943,0.473333,ISC
0.329561,0.451318,0.398242,0.321758,0.728682,0.74,0.491318,0.600879,0.750439,0.623333,LLE
0.345291,0.465291,0.5,0.345291,0.634709,0.650582,0.475873,0.630582,0.729418,0.433333,LLE
0.395346,0.418449,0.470748,0.667645,0.564598,0.472299,0.50615,0.432299,0.569196,0.61,LIA
0.412595,0.321456,0.397025,0.351836,0.46,0.301456,0.437025,0.321456,0.363671,0.433333,LIA
0.84,0.64,0.52,0.82,0.38,0.42,0.46,0.44,0.54,0.42,ICO
0.616673,0.75002,0.763367,0.686653,0.706693,0.733347,0.736673,0.78,0.916633,0.766667,LIA
0.376569,0.386058,0.426058,0.345256,0.531314,0.731314,0.566058,0.463431,0.725256,0.536667,LLE
0.9126,0.84,0.724933,0.877533,0.822467,0.7511,0.8,0.768633,0.868633,0.433333,ISC
0.914191,0.719355,0.538709,0.585164,0.638709,0.443873,0.719355,0.486454,0.717418,0.353333,ISC
0.529018,0.430552,0.295828,0.647914,0.449448,0.23319,0.512086,0.287914,0.467914,0.483333,ICO
0.740223,0.779851,0.599752,0.540297,0.779901,0.640025,0.740248,0.740025,0.680149,0.406667,LIA
0.704771,0.368807,0.414569,0.416954,0.494569,0.38,0.385761,0.371853,0.491523,0.43,LIA
0.467677,0.541212,0.500606,0.507677,0.487071,0.507677,0.540606,0.487071,0.526465,0.483333,LIA
0.665374,0.650749,0.673128,0.657621,0.736123,0.583877,0.746872,0.629251,0.716123,0.456667,LIA
0.861112,0.597777,0.418888,0.781112,0.418888,0.423335,0.478888,0.415553,0.558888,0.43,ICO
0.56,0.74,0.64,0.64,0.74,0.7,0.68,0.52,0.78,0.453333,LIA
0.896045,0.538022,0.421978,0.878022,0.55209,0.374067,0.441978,0.376045,0.574067,0.503333,ICO
0.74,0.36,0.32,0.8,0.34,0.32,0.44,0.48,0.62,0.26,ICO
0.799531,0.881875,0.722812,0.880937,0.720469,0.639063,0.738594,0.681406,0.822812,0.403333,ISC
0.622088,0.773132,0.766264,0.733132,0.733132,0.66478,0.642088,0.87522,0.886868,0.336667,ISC
0.68,0.68,0.6,0.76,0.78,0.54,0.82,0.6,0.76,0.43,LIA
0.769685,0.509054,0.38063,0.809685,0.329685,0.38,0.448424,0.430946,0.55937,0.406667,ICO
0.74,0.4,0.4,0.7,0.36,0.42,0.48,0.34,0.62,0.216667,ICO
0.806082,0.473918,0.430721,0.74,0.389279,0.426082,0.484639,0.375361,0.463197,0.433333,ICO
0.534944,0.789888,0.669888,0.554944,0.750112,0.729888,0.804831,0.74,0.899775,0.403333,LIA
0.805358,0.494642,0.5,0.722679,0.397321,0.348038,0.457321,0.450717,0.64,0.506667,ICO
0.514474,0.694474,0.65821,0.667316,0.75821,0.627158,0.652684,0.565526,0.770895,0.493333,LIA
0.34,0.410819,0.467542,0.298361,0.741639,0.730819,0.478361,0.589181,0.767542,0.533333,LLE
0.8,0.5,0.5,0.72,0.4,0.34,0.46,0.44,0.64,0.506667,ICO
0.324815,0.384815,0.515185,0.335185,0.628887,0.689629,0.469629,0.615185,0.784815,0.403333,LLE
0.66,0.76,0.58,0.78,0.68,0.56,0.46,0.7,0.76,0.606667,ISC
0.860364,0.755091,0.757728,0.714727,0.790182,0.664545,0.742272,0.682272,0.724909,0.483333,ISC
0.60809,0.745955,0.543819,0.74,0.69191,0.481068,0.542135,0.561068,0.681068,0.61,ISC
0.402548,0.513822,0.473822,0.408726,0.731274,0.657452,0.571274,0.613822,0.717452,0.443333,LLE
0.401753,0.549123,0.5,0.37263,0.749123,0.658247,0.616493,0.630877,0.709123,0.72,LLE
0.52,0.66,0.7,0.94,0.68,0.66,0.72,0.74,0.8,0.623333,ISC
0.578012,0.708795,0.68,0.728795,0.661988,0.673614,0.711205,0.775602,0.947229,0.406667,LIA
0.68,0.64,0.68,0.62,0.74,0.64,0.7,0.78,0.64,0.316667,LIA
0.68716,0.48642,0.44214,0.60642,0.57284,0.3707,0.5493,0.2814,0.48642,0.533333,ISC
0.722913,0.865825,0.785437,0.82,0.757087,0.637087,0.537087,0.762913,0.797087,0.433333,ISC
0.349925,0.474887,0.555038,0.329774,0.564962,0.68015,0.564962,0.589925,0.685113,0.38,LLE
0.28,0.96,0.76,0.48,0.22,0.4,0.26,0.88,0.9,0.4,ISC
0.34,0.427322,0.349286,0.301965,0.65607,0.772678,0.663392,0.511251,0.772678,0.453333,LLE
0.506358,0.734914,0.688901,0.758728,0.733642,0.583815,0.685086,0.753642,0.756185,0.483333,LIA
0.82,0.5,0.46,0.84,0.5,0.28,0.42,0.38,0.6,0.396667,ICO
0.732945,0.767654,0.608818,0.547055,0.774709,0.636473,0.738236,0.731182,0.681764,0.483333,LIA
0.82,0.331522,0.382066,0.783152,0.658913,0.374674,0.631522,0.375761,0.513696,0.346667,LIA
0.785325,0.503117,0.425325,0.748442,0.411558,0.371558,0.491558,0.402209,0.556883,0.45,ICO
0.797628,0.472543,0.467457,0.76,0.4,0.374915,0.465085,0.46,0.58,0.243333,ICO
0.764854,0.829398,0.487573,0.4,0.849398,0.412117,0.929398,0.581515,0.669088,0.403333,LIA
0.374098,0.44,0.377268,0.34,0.625464,0.737268,0.622732,0.6,0.714536,0.606667,LLE
0.673605,0.519199,0.532804,0.628798,0.648798,0.376796,0.46,0.439199,0.571202,0.736667,ISC
0.346265,0.389559,0.444176,0.591647,0.519118,0.432853,0.485383,0.403294,0.54297,0.513333,LIA
0.35427,0.47146,0.42292,0.35719,0.65719,0.75427,0.50854,0.68854,0.73146,0.61,LLE
0.96,0.58,0.52,0.8,0.5,0.44,0.38,0.32,0.52,0.59,ICO
0.44,0.42,0.42,0.42,0.78,0.76,0.6,0.58,0.68,0.686667,LLE
0.648479,0.725088,0.654912,0.613216,0.706784,0.676608,0.831521,0.776608,0.68,0.51,LIA
0.455528,0.58,0.453291,0.439937,0.488882,0.617827,0.582236,0.477764,0.608945,0.403333,LIA
0.587305,0.65617,0.58,0.44383,0.72,0.60383,0.748865,0.607305,0.79461,0.483333,LIA
0.74075,0.475187,0.349625,0.8,0.32075,0.268875,0.404813,0.424813,0.524813,0.716667,ICO
0.602876,0.811505,0.674381,0.771505,0.728629,0.725753,0.645753,0.757124,0.768629,0.63,ISC
0.884338,0.856699,0.685566,0.834434,0.725566,0.634434,0.577735,0.78,0.852169,0.376667,ISC
0.7474,0.4326,0.450401,0.7074,0.3874,0.269599,0.529599,0.3874,0.58,0.403333,ICO
0.543183,0.484244,0.661061,0.678409,0.70053,0.638939,0.622652,0.698409,0.797348,0.523333,LIA
0.750358,0.789642,0.635714,0.835714,0.735714,0.486072,0.653928,0.535714,0.745356,0.506667,ISC
0.38,0.504643,0.546143,0.426143,0.583071,0.626143,0.564643,0.629214,0.633857,0.41,LLE
0.66,0.88,0.76,0.78,0.76,0.56,0.78,0.88,0.84,0.506667,ISC
0.804417,0.875583,0.697917,0.89325,0.70675,0.635583,0.748833,0.671167,0.80675,0.45,ISC
0.803056,0.496944,0.5,0.721528,0.398472,0.344583,0.458472,0.446111,0.64,0.23,ICO
0.864711,0.928533,0.687645,0.928533,0.833244,0.64,0.772355,0.809422,0.82,0.44,ISC
0.928006,0.84,0.703988,0.863988,0.779971,0.699971,0.719941,0.768006,0.868006,0.316667,ISC
0.470205,0.609385,0.656188,0.72041,0.752787,0.533197,0.602992,0.592787,0.746393,0.43,LIA
0.82,0.449092,0.464364,0.794909,0.729455,0.504001,0.749092,0.434546,0.490182,0.376667,LIA
0.780418,0.888167,0.764084,0.877541,0.426125,0.759582,0.611415,0.852251,0.697958,0.633333,ISC
0.769753,0.832827,0.485123,0.4,0.852827,0.408197,0.932827,0.581025,0.666148,0.23,LIA
0.535395,0.68,0.687697,0.80921,0.753815,0.663026,0.663092,0.586185,0.65079,0.456667,ISC
0.673482,0.621126,0.675733,0.603822,0.698429,0.583822,0.722696,0.669659,0.689215,0.536667,LIA
0.631317,0.706048,0.802634,0.844489,0.591317,0.471317,0.534731,0.647124,0.577366,0.456667,ISC
